kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
Object Name;71;Name AutoCorrect Save Failures;0;0;0;71;1;0.01;False;0;0;0;0;0;0;0;0;0;71;0;0;16;false;false;;
Object Type;71;Name AutoCorrect Save Failures;0;0;0;71;1;0.01;False;0;0;0;0;0;0;0;0;0;71;0;0;5;false;false;;
Failure Reason;71;Name AutoCorrect Save Failures;0;0;0;71;1;0.01;False;0;0;0;0;0;0;0;0;0;71;0;0;25;false;false;;
Time;71;Name AutoCorrect Save Failures;0;0;0;71;71;1.0;False;0;0;0;0;0;0;0;0;71;0;0;0;0;false;false;;
OMG_NR;51871;omg;0;0;0;51871;51871;1.0;False;0;0;0;0;51871;0;0;0;0;0;1;5;0;false;false;;
X_COORD;51871;omg;0;0;0;51871;43131;0.83;False;0;0;0;0;51871;0;0;0;0;0;1;6;0;false;false;;
Y_COORD;51871;omg;0;0;0;51871;43384;0.84;False;0;0;0;0;51871;0;0;0;0;0;1;6;0;false;false;;
TOPONIEM;51871;omg;0;0;0;40313;32089;0.8;False;0;0;0;0;4;0;8;0;5;40296;2;2;70;false;false;;
OZK_NAAM;51871;omg;0;0;0;18307;16335;0.89;False;0;0;0;21;0;0;1;0;222;18063;0;8;40;false;false;;
PLAATS;51871;omg;0;0;0;51871;2790;0.05;False;0;0;0;0;0;0;0;0;0;51871;0;0;24;false;false;;
GEMEENTE;51871;omg;0;0;0;51871;403;0.01;False;0;0;0;0;0;0;0;0;0;51871;0;0;22;false;false;;
PROVINCIE;51871;omg;0;0;0;51871;13;0.0;False;0;0;0;0;0;0;0;0;0;51871;0;0;14;false;false;;
OZK_TYPE;51871;omg;0;0;0;51871;22;0.0;False;0;0;0;0;0;0;0;0;0;51871;0;0;3;false;false;;
DATUM_AANM;51871;omg;0;0;0;51871;5756;0.11;False;0;0;0;313;0;0;0;0;51558;0;0;4;0;false;false;;
DATUM_AANV;51871;omg;0;0;0;51871;6310;0.12;False;0;0;0;386;0;0;0;0;51485;0;0;4;0;false;false;;
DUUR;51871;omg;0;0;0;51871;156;0.0;False;0;0;0;0;51871;0;0;0;0;0;1;4;0;false;false;;
MOTIEF;51871;omg;0;0;0;51871;5;0.0;False;0;0;0;0;0;0;0;0;0;51871;0;0;3;false;false;;
UITVOERDER;51871;omg;0;0;0;51870;274;0.01;False;0;0;0;0;0;0;0;0;0;51870;0;0;79;false;false;;
GEZAG;51871;omg;0;0;0;51870;650;0.01;False;0;0;0;0;0;0;0;0;0;51870;0;0;60;false;false;;
PROJ_LEIDE;51871;omg;0;0;0;51871;935;0.02;False;0;0;0;0;0;0;0;0;0;51871;0;0;79;false;false;;
OPD_GEVER;51871;omg;0;0;0;51868;887;0.02;False;0;0;0;0;0;0;0;0;0;51868;0;0;66;false;false;;
TOELICHT;51871;omg;0;0;0;28299;25143;0.89;False;0;0;0;1;0;0;1;0;1;28296;0;4;255;false;false;;
Objectnaam;14;Opslagfouten bij automatische naamcorrectie;0;0;0;14;1;0.07;False;0;0;0;0;0;0;0;0;0;14;0;0;16;false;false;;
Objecttype;14;Opslagfouten bij automatische naamcorrectie;0;0;0;14;1;0.07;False;0;0;0;0;0;0;0;0;0;14;0;0;5;false;false;;
Reden van fout;14;Opslagfouten bij automatische naamcorrectie;0;0;0;14;1;0.07;False;0;0;0;0;0;0;0;0;0;14;0;0;37;false;false;;
Tijd;14;Opslagfouten bij automatische naamcorrectie;0;0;0;14;14;1.0;False;0;0;0;0;0;0;0;0;14;0;0;0;0;false;false;;
F1;17;Paste Errors;0;0;0;17;7;0.41;False;0;0;0;0;0;0;0;0;0;17;0;0;35;false;false;;
F2;17;Paste Errors;0;0;0;11;11;1.0;False;0;0;0;0;0;0;0;0;0;11;0;0;54;false;false;;
Publicatienr;1765;publ_uniek_importeren_test2;0;0;0;1765;1765;1.0;False;0;0;0;0;1765;0;0;0;0;0;1;4;0;false;false;;
Auteur 1;1765;publ_uniek_importeren_test2;0;0;0;1765;332;0.19;False;0;0;0;0;0;0;0;0;0;1765;0;0;28;false;false;;
Auteur 2;1765;publ_uniek_importeren_test2;0;0;0;421;170;0.4;False;0;0;0;0;0;0;0;0;0;421;0;0;32;false;false;;
Auteur 3;1765;publ_uniek_importeren_test2;0;0;0;154;88;0.57;False;0;0;0;0;0;0;0;0;0;154;0;0;28;false;false;;
Auteur 4;1765;publ_uniek_importeren_test2;0;0;0;56;38;0.68;False;0;0;0;0;0;0;0;0;0;56;0;0;21;false;false;;
Auteur 5;1765;publ_uniek_importeren_test2;0;0;0;21;20;0.95;False;0;0;0;0;0;0;0;0;0;21;0;0;20;false;false;;
Meer dan 5 auteurs;1765;publ_uniek_importeren_test2;0;0;0;1765;2;0.0;False;0;0;0;0;0;1765;0;0;0;0;0;0;0;false;false;;
Overige auteurs;1765;publ_uniek_importeren_test2;0;0;0;15;5;0.33;False;0;0;0;0;0;0;0;0;0;15;0;0;57;false;false;;
Redactie;1765;publ_uniek_importeren_test2;0;0;0;33;1;0.03;False;0;0;0;0;0;0;0;0;0;33;0;0;4;false;false;;
Jaar;1765;publ_uniek_importeren_test2;0;0;0;1762;58;0.03;False;0;0;0;0;1762;0;0;0;0;0;1;4;4;false;false;;
Artikel_titel;1765;publ_uniek_importeren_test2;0;254;0;1764;1313;0.74;False;0;0;0;0;0;0;0;0;0;1510;0;0;254;false;false;;
Boektitel;1765;publ_uniek_importeren_test2;0;820;0;1765;846;0.48;False;0;0;0;0;0;0;0;0;0;945;0;0;255;false;false;;
Periodiek;1765;publ_uniek_importeren_test2;0;42;0;1765;183;0.1;False;0;0;0;0;0;0;0;0;0;1723;0;0;78;false;false;;
Deel;1765;publ_uniek_importeren_test2;0;413;0;1764;781;0.44;False;0;0;0;882;20;0;0;0;112;337;4;8;50;false;false;;
PDF;1765;publ_uniek_importeren_test2;0;0;0;1765;2;0.0;False;0;0;0;0;0;1765;0;0;0;0;0;0;0;false;false;;
Bibliotheek plaatsingscode;1765;publ_uniek_importeren_test2;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
SwitchboardID;6;Switchboard Items;0;0;0;6;1;0.17;False;0;0;0;6;0;0;0;0;0;0;0;1;0;true;false;;
ItemNumber;6;Switchboard Items;0;0;0;6;6;1.0;False;0;0;0;6;0;0;0;0;0;0;0;1;0;false;false;;
ItemText;6;Switchboard Items;0;0;0;6;6;1.0;False;0;0;0;0;0;0;0;0;0;6;0;0;34;false;false;;
Command;6;Switchboard Items;0;0;0;5;5;1.0;False;0;0;0;5;0;0;0;0;0;0;0;1;4;false;false;;
Argument;6;Switchboard Items;0;1;0;6;5;0.83;False;0;0;0;0;0;0;0;0;0;5;0;0;43;false;false;;
Id;4326;synoniemen2;0;0;0;4326;4326;1.0;False;0;0;0;4326;0;0;0;0;0;0;0;4;0;false;false;;
synoniem;4326;synoniemen2;0;0;0;4325;4279;0.99;False;0;0;0;0;0;0;0;0;0;4325;0;0;74;false;false;;
type_synoniem;4326;synoniemen2;0;0;0;4325;7;0.0;False;0;0;0;0;0;0;0;0;0;4325;0;0;19;false;false;;
taal;4326;synoniemen2;0;0;0;4325;6;0.0;False;0;0;0;0;0;0;0;0;0;4325;0;0;10;false;false;;
taxon;4326;synoniemen2;0;0;0;4325;3300;0.76;False;0;0;0;0;0;0;0;0;0;4325;0;0;61;false;false;;
specific_epithet;4326;synoniemen2;0;0;0;2965;1963;0.66;False;0;0;0;0;0;0;0;0;0;2965;0;0;38;false;false;;
taxon_nsr_id;4326;synoniemen2;0;0;0;4325;3300;0.76;False;0;0;0;327;0;0;0;0;0;3998;0;11;12;false;false;;
uninomial;4326;synoniemen2;0;0;0;3009;2186;0.73;False;0;0;0;0;0;0;0;0;0;3009;0;0;19;false;false;;
infra_specific_epithet;4326;synoniemen2;0;0;0;1206;791;0.66;False;0;0;0;0;0;0;0;0;0;1206;0;0;54;false;false;;
authorship;4326;synoniemen2;0;0;0;42;38;0.9;False;0;0;0;0;0;0;0;0;0;42;0;0;26;false;false;;
diersoortID;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;681;0.89;False;0;0;0;766;0;0;0;0;0;0;0;4;0;false;false;;
lat_omschrijving;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;681;0.89;False;0;0;0;0;0;0;0;0;0;766;0;0;28;false;false;;
soortnaam2;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;766;1.0;False;0;0;0;0;0;0;0;0;0;766;0;0;40;false;false;;
Kingdom;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
rijk;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;1;0.0;False;0;0;0;0;0;0;0;0;0;766;0;0;8;false;false;;
TblDiersoort_phylum;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Taxon concepten (2)_phylum;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;8;0.01;False;0;0;0;0;0;0;0;0;0;766;0;0;15;false;false;;
class;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;615;13;0.02;False;0;0;0;0;0;0;0;0;0;615;0;0;14;false;false;;
klasse;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;20;0.03;False;0;0;0;0;0;0;0;0;0;766;0;0;14;false;false;;
order;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;615;70;0.11;False;0;0;0;0;0;0;0;0;0;615;0;0;18;false;false;;
orde;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;84;0.11;False;0;0;0;0;0;0;0;0;0;766;0;0;20;false;false;;
family;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;615;220;0.36;False;0;0;0;0;0;0;0;0;0;615;0;0;17;false;false;;
familie;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;261;0.34;False;0;0;0;0;0;0;0;0;0;766;0;0;26;false;false;;
genus;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;615;391;0.64;False;0;0;0;0;0;0;0;0;0;615;0;0;16;false;false;;
uninomial;766;Tabel TblDiersoort_taxonlijst Naturalis_soort;0;0;0;766;491;0.64;False;0;0;0;0;0;0;0;0;0;766;0;0;16;false;false;;
Id;28805;Taxon concepten (2);0;0;0;28805;28805;1.0;False;0;0;0;28805;0;0;0;0;0;0;0;5;0;false;false;;
wetenschappelijke_naam;28805;Taxon concepten (2);0;0;0;28805;28803;1.0;False;0;0;0;0;0;0;0;0;0;28805;0;0;84;false;false;;
